jmpst;Station_name;Lat_fixed;Long_fixed;myear;sdate;stime;rlabo;seqno;subno;speci;latitude;longitude;latdg;latmi;latmf;londg;lonmi;lonmf;inorb;noinp;lnmin;lnmax;lnmea;lnstd;wtmin;wtmax;wtmea;wtstd;shlwtx;tiswtx;qeorw;cmnt1.x;cmnt2.x;cmnt3.x;cmnt4.x;cmnt5.x
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2004;20041027;NA;NIVA; 3070;1;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;30;49;40,60; 5,00;NA;NA;NA;NA; 76,58;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2004;20041027;NA;NIVA; 3070;2;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;32;47;40,00; 4,40;NA;NA;NA;NA; 75,25;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2004;20041027;NA;NIVA; 3070;3;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;30;49;40,60; 4,90;NA;NA;NA;NA; 78,24;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2004;20041021;NA;NIVA; 7120;1;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 37;34;55;45,90; 4,90;NA;NA;NA;NA;178,42;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2004;20041021;NA;NIVA; 7120;2;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 37;35;54;45,50; 4,50;NA;NA;NA;NA;166,93;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2004;20041021;NA;NIVA; 7120;3;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 37;30;55;43,80; 6,70;NA;NA;NA;NA;157,73;NA;E;NA;NA;NA;NA;NA
I713;NA;NA;NA;2004;20041021;NA;NIVA; 7130;1;MYTI EDU;NA;NA;59; 3; 22; 9;41; 50;B; 40;33;53;43,90; 5,30;NA;NA;NA;NA;131,56;NA;E;NA;NA;NA;NA;NA
I713;NA;NA;NA;2004;20041021;NA;NIVA; 7130;2;MYTI EDU;NA;NA;59; 3; 22; 9;41; 50;B; 40;36;54;44,70; 4,80;NA;NA;NA;NA;131,29;NA;E;NA;NA;NA;NA;NA
I713;NA;NA;NA;2004;20041021;NA;NIVA; 7130;3;MYTI EDU;NA;NA;59; 3; 22; 9;41; 50;B; 40;33;53;44,20; 5,00;NA;NA;NA;NA;132,58;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2004;20041004;NA;NIVA; 9120;1;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 30;32;43;37,10; 2,50;NA;NA;NA;NA; 42,12;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2004;20041004;NA;NIVA; 9120;2;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 30;32;43;36,90; 2,70;NA;NA;NA;NA; 41,05;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2004;20041004;NA;NIVA; 9120;3;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 30;30;43;36,90; 2,70;NA;NA;NA;NA; 39,92;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2004;20041002;NA;NIVA; 9130;1;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 20;36;49;43,40; 3,80;NA;NA;NA;NA; 54,16;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2004;20041002;NA;NIVA; 9130;2;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 20;35;49;42,80; 4,10;NA;NA;NA;NA; 49,53;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2004;20041002;NA;NIVA; 9130;3;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 20;35;49;41,20; 4,30;NA;NA;NA;NA; 41,63;NA;E;NA;NA;NA;NA;NA
I915;NA;NA;NA;2004;20041006;NA;NIVA; 9150;1;MYTI EDU;NA;NA;62;45; 48; 8;26; 39;B; 30;32;46;36,50; 3,30;NA;NA;NA;NA; 37,13;NA;E;NA;NA;NA;NA;NA
I915;NA;NA;NA;2004;20041006;NA;NIVA; 9150;2;MYTI EDU;NA;NA;62;45; 48; 8;26; 39;B; 30;32;47;36,90; 3,30;NA;NA;NA;NA; 34,59;NA;E;NA;NA;NA;NA;NA
I915;NA;NA;NA;2004;20041006;NA;NIVA; 9150;3;MYTI EDU;NA;NA;62;45; 48; 8;26; 39;B; 30;33;49;38,20; 4,60;NA;NA;NA;NA; 56,90;NA;E;NA;NA;NA;NA;NA
I916;NA;NA;NA;2004;20041002;NA;NIVA; 9160;1;MYTI EDU;NA;NA;62;41; 11; 8;33; 12;B;100;18;23;19,80; 1,50;NA;NA;NA;NA; 15,17;NA;E;NA;NA;NA;NA;NA
I916;NA;NA;NA;2004;20041002;NA;NIVA; 9160;2;MYTI EDU;NA;NA;62;41; 11; 8;33; 12;B;100;16;38;19,70; 2,50;NA;NA;NA;NA; 15,23;NA;E;NA;NA;NA;NA;NA
I916;NA;NA;NA;2004;20041002;NA;NIVA; 9160;3;MYTI EDU;NA;NA;62;41; 11; 8;33; 12;B;100;17;35;19,30; 2,10;NA;NA;NA;NA; 14,21;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2004;20040913;NA;NIVA; 9220;1;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;30;42;34,60; 3,60;NA;NA;NA;NA; 49,42;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2004;20040913;NA;NIVA; 9220;2;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;31;38;33,50; 2,30;NA;NA;NA;NA; 43,03;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2004;20040913;NA;NIVA; 9220;3;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;31;39;34,50; 2,50;NA;NA;NA;NA; 43,52;NA;E;NA;NA;NA;NA;NA
I023;Singlekalven, Hvaler;59,09511;11,136779;2004;20040913;NA;NIVA; 9230;1;MYTI EDU;NA;NA;59; 5; 70;11; 8; 20;B; 20;36;49;43,50; 3,60;NA;NA;NA;NA; 81,61;NA;E;NA;NA;NA;NA;NA
I023;Singlekalven, Hvaler;59,09511;11,136779;2004;20040913;NA;NIVA; 9230;2;MYTI EDU;NA;NA;59; 5; 70;11; 8; 20;B; 20;36;49;44,10; 3,70;NA;NA;NA;NA; 91,00;NA;E;NA;NA;NA;NA;NA
I023;Singlekalven, Hvaler;59,09511;11,136779;2004;20040913;NA;NIVA; 9230;3;MYTI EDU;NA;NA;59; 5; 70;11; 8; 20;B; 20;36;49;44,30; 3,60;NA;NA;NA;NA;101,33;NA;E;NA;NA;NA;NA;NA
I024;Kirkøy, Hvaler;59,07905;10,987336;2004;20040913;NA;NIVA; 9240;1;MYTI EDU;NA;NA;59; 4; 90;10;59; 20;B; 20;22;44;29,80; 6,40;NA;NA;NA;NA; 37,58;NA;E;NA;NA;NA;NA;NA
I024;Kirkøy, Hvaler;59,07905;10,987336;2004;20040913;NA;NIVA; 9240;2;MYTI EDU;NA;NA;59; 4; 90;10;59; 20;B; 20;22;39;28,80; 4,80;NA;NA;NA;NA; 33,81;NA;E;NA;NA;NA;NA;NA
I024;Kirkøy, Hvaler;59,07905;10,987336;2004;20040913;NA;NIVA; 9240;3;MYTI EDU;NA;NA;59; 4; 90;10;59; 20;B; 20;20;51;29,70;10,40;NA;NA;NA;NA; 42,41;NA;E;NA;NA;NA;NA;NA
I964;Toraneskaien, Inner Ranfjord;66,32167;14,132833;2004;20040919;NA;NIVA; 9640;1;MYTI EDU;NA;NA;66;19; 30;14; 7; 97;B; 20;31;48;39,50; 5,00;NA;NA;NA;NA; 38,42;NA;E;NA;NA;NA;NA;NA
I964;Toraneskaien, Inner Ranfjord;66,32167;14,132833;2004;20040919;NA;NIVA; 9640;2;MYTI EDU;NA;NA;66;19; 30;14; 7; 97;B; 20;32;47;38,80; 4,20;NA;NA;NA;NA; 34,27;NA;E;NA;NA;NA;NA;NA
I964;Toraneskaien, Inner Ranfjord;66,32167;14,132833;2004;20040919;NA;NIVA; 9640;3;MYTI EDU;NA;NA;66;19; 30;14; 7; 97;B; 20;32;47;39,60; 4,70;NA;NA;NA;NA; 33,19;NA;E;NA;NA;NA;NA;NA
I965;Moholmen, Inner Ranfjord;66,31162;14,125370;2004;20040904;NA;NIVA; 9650;1;MYTI EDU;NA;NA;66;18; 72;14; 7; 55;B; 18;51;76;63,30; 7,40;NA;NA;NA;NA;236,46;NA;E;NA;NA;NA;NA;NA
I965;Moholmen, Inner Ranfjord;66,31162;14,125370;2004;20040904;NA;NIVA; 9650;2;MYTI EDU;NA;NA;66;18; 72;14; 7; 55;B; 18;52;79;64,50; 7,30;NA;NA;NA;NA;236,32;NA;E;NA;NA;NA;NA;NA
I965;Moholmen, Inner Ranfjord;66,31162;14,125370;2004;20040904;NA;NIVA; 9650;3;MYTI EDU;NA;NA;66;18; 72;14; 7; 55;B; 18;53;75;63,60; 6,70;NA;NA;NA;NA;221,80;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2004;20040920;NA;NIVA; 9690;1;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;30;49;40,60; 4,60;NA;NA;NA;NA; 33,76;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2004;20040920;NA;NIVA; 9690;2;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;33;49;40,70; 4,40;NA;NA;NA;NA; 33,00;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2004;20040920;NA;NIVA; 9690;3;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;33;49;40,60; 4,00;NA;NA;NA;NA; 34,06;NA;E;NA;NA;NA;NA;NA
B2;NA;NA;NA;2004;20041103;NA;NIVA;10002;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B2 glass 1;NA;NA;NA;NA
B2;NA;NA;NA;2004;20041103;NA;NIVA;10002;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B2 glass 2;NA;NA;NA;NA
B2;NA;NA;NA;2004;20041103;NA;NIVA;10002;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B2 glass 3;NA;NA;NA;NA
B3;NA;NA;NA;2004;20041102;NA;NIVA;10003;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B3-1 glass 1;NA;NA;NA;NA
B3;NA;NA;NA;2004;20041102;NA;NIVA;10003;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B3-1 glass 2;NA;NA;NA;NA
B3;NA;NA;NA;2004;20041102;NA;NIVA;10003;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B3-1 glass 3;NA;NA;NA;NA
B4;NA;NA;NA;2004;20041103;NA;NIVA;10004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B4 glass 1;NA;NA;NA;NA
B4;NA;NA;NA;2004;20041103;NA;NIVA;10004;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B4 glass 2;NA;NA;NA;NA
B4;NA;NA;NA;2004;20041103;NA;NIVA;10004;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B4 glass 3;NA;NA;NA;NA
B5;NA;NA;NA;2004;20041103;NA;NIVA;10005;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B5 glass 1;NA;NA;NA;NA
B5;NA;NA;NA;2004;20041103;NA;NIVA;10005;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B5 glass 2;NA;NA;NA;NA
B5;NA;NA;NA;2004;20041103;NA;NIVA;10005;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B5 glass 3;NA;NA;NA;NA
B6;NA;NA;NA;2004;20041103;NA;NIVA;10006;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B6 glass 1;NA;NA;NA;NA
B6;NA;NA;NA;2004;20041103;NA;NIVA;10006;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B6 glass 2;NA;NA;NA;NA
B6;NA;NA;NA;2004;20041103;NA;NIVA;10006;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B6 glass 3;NA;NA;NA;NA
B7;NA;NA;NA;2004;20041103;NA;NIVA;10007;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B7 glass 1;NA;NA;NA;NA
B7;NA;NA;NA;2004;20041103;NA;NIVA;10007;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B7 glass 2;NA;NA;NA;NA
B7;NA;NA;NA;2004;20041103;NA;NIVA;10007;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B7 glass 3;NA;NA;NA;NA
BK;NA;NA;NA;2004;20041003;NA;NIVA;10009;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 2-3 cm;NA;NA;NA;NA
BK;NA;NA;NA;2004;20041003;NA;NIVA;10009;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 3-4 cm;NA;NA;NA;NA
BK;NA;NA;NA;2004;20041003;NA;NIVA;10009;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 4-5 cm;NA;NA;NA;NA
A141;NA;NA;NA;2004;20040907;NA;NIVA;11410;1;MYTI EDU;NA;NA;63;45;526; 9;44;609;H; 20;32;49;41,20; 5,30;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2005;20051017;NA;NIVA;  100;1;MYTI EDU;NA;NA;70; 6;650;30;21;500;B; 50;30;39;32,60; 2,40;NA;NA;NA;NA; 77,38;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2005;20051017;NA;NIVA;  100;2;MYTI EDU;NA;NA;70; 6;650;30;21;500;B; 50;30;38;32,40; 2,20;NA;NA;NA;NA; 78,96;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2005;20051017;NA;NIVA;  100;3;MYTI EDU;NA;NA;70; 6;650;30;21;500;B; 50;30;38;32,40; 2,30;NA;NA;NA;NA; 74,55;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2005;20051016;NA;NIVA;  110;1;MYTI EDU;NA;NA;69;53;920;29;44;650;B; 20;40;49;44,20; 3,00;NA;NA;NA;NA; 81,16;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2005;20051016;NA;NIVA;  110;2;MYTI EDU;NA;NA;69;53;920;29;44;650;B; 20;40;49;44,30; 3,10;NA;NA;NA;NA; 81,40;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2005;20051016;NA;NIVA;  110;3;MYTI EDU;NA;NA;69;53;920;29;44;650;B; 20;40;49;44,10; 3,00;NA;NA;NA;NA; 80,48;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2005;20051010;NA;NIVA;  150;1;MYTI EDU;NA;NA;58; 2;548; 6;54; 18;B;100;30;39;35,50; 2,60;NA;NA;NA;NA; 79,90;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2005;20051010;NA;NIVA;  150;2;MYTI EDU;NA;NA;58; 2;548; 6;54; 18;B; 50;30;39;32,40; 2,10;NA;NA;NA;NA; 74,62;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2005;20051010;NA;NIVA;  150;3;MYTI EDU;NA;NA;58; 2;548; 6;54; 18;B; 50;31;41;34,80; 2,80;NA;NA;NA;NA; 86,45;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;2005;20050925;NA;NIVA;  220;1;MYTI EDU;NA;NA;59;35; 21; 5; 8;749;B;100;20;29;25,10; 2,60;NA;NA;NA;NA; 73,22;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;2005;20050925;NA;NIVA;  220;2;MYTI EDU;NA;NA;59;35; 21; 5; 8;749;B; 50;30;39;34,00; 2,80;NA;NA;NA;NA; 79,33;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;2005;20050925;NA;NIVA;  220;3;MYTI EDU;NA;NA;59;35; 21; 5; 8;749;B; 30;40;69;53,00;10,00;NA;NA;NA;NA;220,60;NA;E;NA;NA;NA;NA;NA
23A;NA;NA;NA;2005;20050924;NA;NIVA;  230;1;MYTI EDU;NA;NA;59;52;237; 5; 6;353;B;100;20;29;25,20; 2,90;NA;NA;NA;NA; 81,36;NA;E;NA;NA;NA;NA;NA
23A;NA;NA;NA;2005;20050924;NA;NIVA;  230;2;MYTI EDU;NA;NA;59;52;237; 5; 6;353;B; 50;30;39;36,10; 2,60;NA;NA;NA;NA;199,80;NA;E;NA;NA;NA;NA;NA
23A;NA;NA;NA;2005;20050924;NA;NIVA;  230;3;MYTI EDU;NA;NA;59;52;237; 5; 6;353;B; 50;40;49;44,30; 2,40;NA;NA;NA;NA;213,80;NA;E;NA;NA;NA;NA;NA
24A;NA;NA;NA;2005;20050924;NA;NIVA;  240;1;MYTI EDU;NA;NA;60;10;269; 5; 0;623;B;100;20;29;25,30; 2,40;NA;NA;NA;NA; 52,92;NA;E;NA;NA;NA;NA;NA
24A;NA;NA;NA;2005;20050924;NA;NIVA;  240;2;MYTI EDU;NA;NA;60;10;269; 5; 0;623;B; 50;30;39;35,90; 2,70;NA;NA;NA;NA; 73,82;NA;E;NA;NA;NA;NA;NA
24A;NA;NA;NA;2005;20050924;NA;NIVA;  240;3;MYTI EDU;NA;NA;60;10;269; 5; 0;623;B; 44;40;50;42,00; 2,50;NA;NA;NA;NA; 99,22;NA;E;NA;NA;NA;NA;NA
25A;NA;NA;NA;2005;20050904;NA;NIVA;  250;1;MYTI EDU;NA;NA;61;22;147; 4;52;666;B; 40;20;29;24,80; 2,60;NA;NA;NA;NA; 41,31;NA;E;NA;NA;NA;NA;NA
25A;NA;NA;NA;2005;20050904;NA;NIVA;  250;2;MYTI EDU;NA;NA;61;22;147; 4;52;666;B; 24;30;39;34,50; 2,80;NA;NA;NA;NA; 63,41;NA;E;NA;NA;NA;NA;NA
25A;NA;NA;NA;2005;20050904;NA;NIVA;  250;3;MYTI EDU;NA;NA;61;22;147; 4;52;666;B; 12;40;51;45,80; 3,70;NA;NA;NA;NA; 63,81;NA;E;NA;NA;NA;NA;NA
26A;NA;NA;NA;2005;20050903;NA;NIVA;  260;1;MYTI EDU;NA;NA;61;52;515; 5;13;303;B;100;20;29;24,30; 2,50;NA;NA;NA;NA; 84,80;NA;E;NA;NA;NA;NA;NA
26A;NA;NA;NA;2005;20050903;NA;NIVA;  260;2;MYTI EDU;NA;NA;61;52;515; 5;13;303;B; 50;30;39;33,70; 2,50;NA;NA;NA;NA;107,80;NA;E;NA;NA;NA;NA;NA
26A;NA;NA;NA;2005;20050903;NA;NIVA;  260;3;MYTI EDU;NA;NA;61;52;515; 5;13;303;B; 50;40;49;44,00; 2,80;NA;NA;NA;NA;244,50;NA;E;NA;NA;NA;NA;NA
27A;NA;NA;NA;2005;20050902;NA;NIVA;  270;1;MYTI EDU;NA;NA;62;12; 27; 5;25;294;B;100;20;29;25,00; 2,60;NA;NA;NA;NA; 72,38;NA;E;NA;NA;NA;NA;NA
27A;NA;NA;NA;2005;20050902;NA;NIVA;  270;2;MYTI EDU;NA;NA;62;12; 27; 5;25;294;B; 50;30;39;34,40; 2,80;NA;NA;NA;NA; 84,28;NA;E;NA;NA;NA;NA;NA
27A;NA;NA;NA;2005;20050902;NA;NIVA;  270;3;MYTI EDU;NA;NA;62;12; 27; 5;25;294;B; 50;40;48;44,30; 2,40;NA;NA;NA;NA;190,90;NA;E;NA;NA;NA;NA;NA
28A;NA;NA;NA;2005;20050903;NA;NIVA;  280;1;MYTI EDU;NA;NA;62;15;106; 5;51;703;B; 98;21;29;25,30; 2,30;NA;NA;NA;NA; 88,45;NA;E;NA;NA;NA;NA;NA
28A;NA;NA;NA;2005;20050903;NA;NIVA;  280;2;MYTI EDU;NA;NA;62;15;106; 5;51;703;B; 50;30;39;34,30; 2,70;NA;NA;NA;NA;136,90;NA;E;NA;NA;NA;NA;NA
28A;NA;NA;NA;2005;20050903;NA;NIVA;  280;3;MYTI EDU;NA;NA;62;15;106; 5;51;703;B; 50;40;49;44,20; 2,70;NA;NA;NA;NA;252,50;NA;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;2005;20050913;NA;NIVA;  300;1;MYTI EDU;NA;NA;59;53; 20;10;42;658;B;100;20;29;24,90; 2,80;NA;NA;NA;NA;104,30;NA;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;2005;20050913;NA;NIVA;  300;2;MYTI EDU;NA;NA;59;53; 20;10;42;658;B;100;30;39;33,90; 2,70;NA;NA;NA;NA;276,20;NA;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;2005;20050913;NA;NIVA;  300;3;MYTI EDU;NA;NA;59;53; 20;10;42;658;B; 50;40;49;44,40; 2,70;NA;NA;NA;NA;273,80;NA;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;2005;20051229;NA;NIVA;  310;1;MYTI EDU;NA;NA;59;36;931;10;39; 88;B;100;20;29;24,60; 2,30;NA;NA;NA;NA; 97,10;NA;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;2005;20051229;NA;NIVA;  310;2;MYTI EDU;NA;NA;59;36;931;10;39; 88;B; 50;30;39;34,30; 2,90;NA;NA;NA;NA;129,10;NA;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;2005;20051229;NA;NIVA;  310;3;MYTI EDU;NA;NA;59;36;931;10;39; 88;B; 50;40;49;45,10; 2,80;NA;NA;NA;NA;291,40;NA;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;2005;20051116;NA;NIVA;  350;1;MYTI EDU;NA;NA;59;29;286;10;29;880;B; 66;20;29;25,10; 2,80;NA;NA;NA;NA; 69,15;NA;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;2005;20051116;NA;NIVA;  350;2;MYTI EDU;NA;NA;59;29;286;10;29;880;B; 50;30;39;34,50; 2,90;NA;NA;NA;NA;125,90;NA;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;2005;20051116;NA;NIVA;  350;3;MYTI EDU;NA;NA;59;29;286;10;29;880;B; 50;40;49;44,50; 2,80;NA;NA;NA;NA;272,10;NA;E;NA;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;2005;20051014;NA;NIVA;  360;1;MYTI EDU;NA;NA;59; 1;634;10;31;529;B;100;20;29;25,20; 2,40;NA;NA;NA;NA; 50,42;NA;E;NA;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;2005;20051014;NA;NIVA;  360;2;MYTI EDU;NA;NA;59; 1;634;10;31;529;B; 50;31;39;35,50; 2,50;NA;NA;NA;NA; 76,72;NA;E;NA;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;2005;20051014;NA;NIVA;  360;3;MYTI EDU;NA;NA;59; 1;634;10;31;529;B; 50;40;48;43,00; 2,30;NA;NA;NA;NA;118,60;NA;E;NA;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2005;20050921;NA;NIVA;  510;1;MYTI EDU;NA;NA;60; 5; 31; 6;33; 31;B; 20;33;49;41,90; 4,60;NA;NA;NA;NA; 49,36;NA;E;NA;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2005;20050921;NA;NIVA;  510;2;MYTI EDU;NA;NA;60; 5; 31; 6;33; 31;B; 20;34;47;40,70; 4,30;NA;NA;NA;NA; 42,09;NA;E;NA;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2005;20050921;NA;NIVA;  510;3;MYTI EDU;NA;NA;60; 5; 31; 6;33; 31;B; 20;32;47;40,50; 4,30;NA;NA;NA;NA; 46,89;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2005;20050921;NA;NIVA;  520;1;MYTI EDU;NA;NA;60; 5;802; 6;31;978;B;100;20;29;25,30; 2,80;NA;NA;NA;NA; 47,19;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2005;20050921;NA;NIVA;  520;2;MYTI EDU;NA;NA;60; 5;802; 6;31;978;B; 50;30;39;35,00; 3,00;NA;NA;NA;NA; 51,48;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2005;20050921;NA;NIVA;  520;3;MYTI EDU;NA;NA;60; 5;802; 6;31;978;B; 50;40;49;44,80; 2,70;NA;NA;NA;NA; 92,44;NA;E;NA;NA;NA;NA;NA
