jmpst;Station_name;Lat_fixed;Long_fixed;myear;sdate;stime;rlabo;seqno;subno;speci;latitude;longitude;latdg;latmi;latmf;londg;lonmi;lonmf;inorb;noinp;lnmin;lnmax;lnmea;lnstd;wtmin;wtmax;wtmea;wtstd;shlwtx;tiswtx;qeorw;cmnt1.x;cmnt2.x;cmnt3.x;cmnt4.x;cmnt5.x
63A;Ranaskjer, Ålvik, Hardangerfjord;60,42096; 6,405020;2001;20011011;NA;NIVA;  630;3;MYTI EDU;NA;NA;60;25; 10; 6;24; 50;B; 50;40;49;44,40; 3,10;NA;NA;NA;NA;167,97;NA;E;NA;NA;NA;NA;NA
65A;Vikingneset, Mid Hardangerfjord;60,24233; 6,152667;2001;20011011;NA;NIVA;  650;1;MYTI EDU;NA;NA;60;14; 50; 6; 9; 60;B;100;20;29;24,40; 2,50;NA;NA;NA;NA;101,03;NA;E;NA;NA;NA;NA;NA
65A;Vikingneset, Mid Hardangerfjord;60,24233; 6,152667;2001;20011011;NA;NIVA;  650;2;MYTI EDU;NA;NA;60;14; 50; 6; 9; 60;B; 50;30;39;34,90; 2,90;NA;NA;NA;NA;137,60;NA;E;NA;NA;NA;NA;NA
65A;Vikingneset, Mid Hardangerfjord;60,24233; 6,152667;2001;20011011;NA;NIVA;  650;3;MYTI EDU;NA;NA;60;14; 50; 6; 9; 60;B; 50;40;49;43,30; 2,70;NA;NA;NA;NA;234,40;NA;E;NA;NA;NA;NA;NA
69A;Terøya, Outer Hardangerfjord;59,98400; 5,754500;2001;20011014;NA;NIVA;  690;1;MYTI EDU;NA;NA;59;58; 79; 5;45; 35;B; 20;30;47;38,50; 4,90;NA;NA;NA;NA; 84,08;NA;E;NA;NA;NA;NA;NA
69A;Terøya, Outer Hardangerfjord;59,98400; 5,754500;2001;20011014;NA;NIVA;  690;2;MYTI EDU;NA;NA;59;58; 79; 5;45; 35;B; 20;30;48;38,80; 5,20;NA;NA;NA;NA; 88,89;NA;E;NA;NA;NA;NA;NA
69A;Terøya, Outer Hardangerfjord;59,98400; 5,754500;2001;20011014;NA;NIVA;  690;3;MYTI EDU;NA;NA;59;58; 79; 5;45; 35;B; 20;31;49;39,00; 5,20;NA;NA;NA;NA; 92,18;NA;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;2001;20011024;NA;NIVA;  710;1;MYTI EDU;NA;NA;59; 1; 40; 9;45; 40;B; 50;22;29;25,60; 2,30;NA;NA;NA;NA; 39,54;NA;E;Frozen directly, undepurated;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;2001;20011024;NA;NIVA;  710;2;MYTI EDU;NA;NA;59; 1; 40; 9;45; 40;B; 50;30;39;34,40; 3,00;NA;NA;NA;NA;101,00;NA;E;Frozen directly, undepuratet;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;2001;20011024;NA;NIVA;  710;3;MYTI EDU;NA;NA;59; 1; 40; 9;45; 40;B; 50;40;49;44,30; 2,30;NA;NA;NA;NA;205,91;NA;E;Frozen directly, undepurated;NA;NA;NA;NA
76A;Risøya, Risør;58,73270; 9,281040;2001;20010925;NA;NIVA;  760;1;MYTI EDU;NA;NA;58;43; 60; 9;17;  0;B;100;20;29;24,60; 2,70;NA;NA;NA;NA;114,03;NA;E;NA;NA;NA;NA;NA
76A;Risøya, Risør;58,73270; 9,281040;2001;20010925;NA;NIVA;  760;2;MYTI EDU;NA;NA;58;43; 60; 9;17;  0;B; 50;30;39;34,50; 2,90;NA;NA;NA;NA;142,59;NA;E;NA;NA;NA;NA;NA
76A;Risøya, Risør;58,73270; 9,281040;2001;20010925;NA;NIVA;  760;3;MYTI EDU;NA;NA;58;43; 60; 9;17;  0;B; 50;40;49;44,40; 2,80;NA;NA;NA;NA;293,32;NA;E;NA;NA;NA;NA;NA
98A2;Svolvær airport area;68,24917;14,662700;2001;20010917;NA;NIVA;  980;1;MYTI EDU;NA;NA;68;16; 90;14;40; 10;B; 20;40;49;44,90; 2,00;NA;NA;NA;NA;139,01;NA;E;NA;NA;NA;NA;NA
98A2;Svolvær airport area;68,24917;14,662700;2001;20010917;NA;NIVA;  980;2;MYTI EDU;NA;NA;68;16; 90;14;40; 10;B; 20;41;49;44,90; 2,60;NA;NA;NA;NA;136,49;NA;E;NA;NA;NA;NA;NA
98A2;Svolvær airport area;68,24917;14,662700;2001;20010917;NA;NIVA;  980;3;MYTI EDU;NA;NA;68;16; 90;14;40; 10;B; 20;40;49;44,60; 2,40;NA;NA;NA;NA;142,93;NA;E;NA;NA;NA;NA;NA
I131A;Lastad, Søgne;58,05557; 7,708300;2001;20010919;NA;NIVA; 1310;1;MYTI EDU;NA;NA;58; 3; 30; 7;42; 40;B; 20;34;49;42,10; 4,40;NA;NA;NA;NA; 82,86;NA;E;NA;NA;NA;NA;NA
I131A;Lastad, Søgne;58,05557; 7,708300;2001;20010919;NA;NIVA; 1310;2;MYTI EDU;NA;NA;58; 3; 30; 7;42; 40;B; 20;32;49;41,40; 5,20;NA;NA;NA;NA; 79,10;NA;E;NA;NA;NA;NA;NA
I131A;Lastad, Søgne;58,05557; 7,708300;2001;20010919;NA;NIVA; 1310;3;MYTI EDU;NA;NA;58; 3; 30; 7;42; 40;B; 20;32;49;41,00; 5,20;NA;NA;NA;NA; 75,96;NA;E;NA;NA;NA;NA;NA
I132;NA;NA;NA;2001;20010919;NA;NIVA; 1320;1;MYTI EDU;NA;NA;58; 7; 75; 7;58; 60;B; 20;32;49;41,70; 5,60;NA;NA;NA;NA; 91,44;NA;E;NA;NA;NA;NA;NA
I132;NA;NA;NA;2001;20010919;NA;NIVA; 1320;2;MYTI EDU;NA;NA;58; 7; 75; 7;58; 60;B; 20;33;49;42,30; 4,80;NA;NA;NA;NA; 92,70;NA;E;NA;NA;NA;NA;NA
I132;NA;NA;NA;2001;20010919;NA;NIVA; 1320;3;MYTI EDU;NA;NA;58; 7; 75; 7;58; 60;B; 20;34;49;42,20; 4,30;NA;NA;NA;NA;103,98;NA;E;NA;NA;NA;NA;NA
I133;Odderøya, Kristiansand harbour;58,13167; 8,001667;2001;20010920;NA;NIVA; 1330;1;MYTI EDU;NA;NA;58; 7; 90; 8; 0; 15;B; 20;35;49;43,20; 3,80;NA;NA;NA;NA; 76,06;NA;E;NA;NA;NA;NA;NA
I133;Odderøya, Kristiansand harbour;58,13167; 8,001667;2001;20010920;NA;NIVA; 1330;2;MYTI EDU;NA;NA;58; 7; 90; 8; 0; 15;B; 20;38;49;43,30; 3,20;NA;NA;NA;NA; 76,50;NA;E;NA;NA;NA;NA;NA
I133;Odderøya, Kristiansand harbour;58,13167; 8,001667;2001;20010920;NA;NIVA; 1330;3;MYTI EDU;NA;NA;58; 7; 90; 8; 0; 15;B; 20;34;49;42,40; 3,90;NA;NA;NA;NA; 67,86;NA;E;NA;NA;NA;NA;NA
I201;NA;NA;NA;2001;20011018;NA;NIVA; 2010;1;MYTI EDU;NA;NA;59;38; 65; 6;21; 38;B; 20;31;41;35,30; 3,00;NA;NA;NA;NA; 22,51;NA;E;NA;NA;NA;NA;NA
I201;NA;NA;NA;2001;20011018;NA;NIVA; 2010;2;MYTI EDU;NA;NA;59;38; 65; 6;21; 38;B; 20;30;41;35,40; 2,90;NA;NA;NA;NA; 24,40;NA;E;NA;NA;NA;NA;NA
I201;NA;NA;NA;2001;20011018;NA;NIVA; 2010;3;MYTI EDU;NA;NA;59;38; 65; 6;21; 38;B; 20;31;40;35,10; 2,70;NA;NA;NA;NA; 22,96;NA;E;NA;NA;NA;NA;NA
I205;NA;NA;NA;2001;20011022;NA;NIVA; 2050;1;MYTI EDU;NA;NA;59;35; 50; 6;18; 30;B; 20;33;49;39,20; 4,40;NA;NA;NA;NA; 38,87;NA;E;NA;NA;NA;NA;NA
I205;NA;NA;NA;2001;20011022;NA;NIVA; 2050;2;MYTI EDU;NA;NA;59;35; 50; 6;18; 30;B; 20;33;49;38,70; 4,00;NA;NA;NA;NA; 34,01;NA;E;NA;NA;NA;NA;NA
I205;NA;NA;NA;2001;20011022;NA;NIVA; 2050;3;MYTI EDU;NA;NA;59;35; 50; 6;18; 30;B; 20;33;47;39,00; 3,90;NA;NA;NA;NA; 37,65;NA;E;NA;NA;NA;NA;NA
227A2;NA;NA;NA;2001;20011017;NA;NIVA; 2270;1;MYTI EDU;NA;NA;59;19; 43; 5;19; 11;B; 20;31;49;39,70; 5,10;NA;NA;NA;NA; 89,18;NA;E;NA;NA;NA;NA;NA
227A2;NA;NA;NA;2001;20011017;NA;NIVA; 2270;2;MYTI EDU;NA;NA;59;19; 43; 5;19; 11;B; 20;30;49;39,50; 5,40;NA;NA;NA;NA; 90,66;NA;E;NA;NA;NA;NA;NA
227A2;NA;NA;NA;2001;20011017;NA;NIVA; 2270;3;MYTI EDU;NA;NA;59;19; 43; 5;19; 11;B; 20;32;49;40,10; 5,20;NA;NA;NA;NA; 79,79;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;2001;20011008;NA;NIVA; 2410;1;MYTI EDU;NA;NA;60;24; 10; 5;18; 20;B; 20;36;50;41,30; 4,10;NA;NA;NA;NA; 88,30;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;2001;20011008;NA;NIVA; 2410;2;MYTI EDU;NA;NA;60;24; 10; 5;18; 20;B; 20;36;44;40,50; 2,30;NA;NA;NA;NA; 74,20;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;2001;20011008;NA;NIVA; 2410;3;MYTI EDU;NA;NA;60;24; 10; 5;18; 20;B; 20;35;45;38,60; 2,20;NA;NA;NA;NA; 68,70;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;2001;20011008;NA;NIVA; 2420;1;MYTI EDU;NA;NA;60;23; 70; 5;16; 10;B; 20;38;47;41,70; 2,30;NA;NA;NA;NA;104,00;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;2001;20011008;NA;NIVA; 2420;2;MYTI EDU;NA;NA;60;23; 70; 5;16; 10;B; 20;36;49;42,10; 3,60;NA;NA;NA;NA;107,70;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;2001;20011008;NA;NIVA; 2420;3;MYTI EDU;NA;NA;60;23; 70; 5;16; 10;B; 20;37;50;41,30; 3,50;NA;NA;NA;NA; 93,00;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2001;20011008;NA;NIVA; 2430;1;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;36;47;41,00; 3,20;NA;NA;NA;NA; 63,90;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2001;20011008;NA;NIVA; 2430;2;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;34;50;41,50; 4,20;NA;NA;NA;NA; 60,00;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;2001;20011008;NA;NIVA; 2430;3;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;35;48;39,90; 3,00;NA;NA;NA;NA; 50,10;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2001;20011002;NA;NIVA; 3010;1;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;32;49;40,50; 5,20;NA;NA;NA;NA; 40,85;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2001;20011002;NA;NIVA; 3010;2;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;32;49;40,50; 5,30;NA;NA;NA;NA; 40,79;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;2001;20011002;NA;NIVA; 3010;3;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;32;49;40,80; 4,90;NA;NA;NA;NA; 42,41;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2001;20011002;NA;NIVA; 3040;1;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;31;47;38,10; 4,30;NA;NA;NA;NA; 61,12;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2001;20011002;NA;NIVA; 3040;2;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;31;45;37,10; 3,90;NA;NA;NA;NA; 55,28;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;2001;20011002;NA;NIVA; 3040;3;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;31;47;38,00; 4,50;NA;NA;NA;NA; 58,61;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2001;20011002;NA;NIVA; 3060;1;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;37;52;44,10; 4,60;NA;NA;NA;NA; 89,48;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2001;20011002;NA;NIVA; 3060;2;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;34;51;43,40; 4,40;NA;NA;NA;NA; 86,67;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;2001;20011002;NA;NIVA; 3060;3;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;34;51;43,90; 4,90;NA;NA;NA;NA; 92,49;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2001;20011002;NA;NIVA; 3070;1;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;31;49;39,40; 5,50;NA;NA;NA;NA; 62,14;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2001;20011002;NA;NIVA; 3070;2;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 19;30;49;38,40; 5,50;NA;NA;NA;NA; 55,26;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;2001;20011002;NA;NIVA; 3070;3;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;31;48;37,90; 5,20;NA;NA;NA;NA; 53,31;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2001;20011024;NA;NIVA; 7120;1;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;35;48;41,90; 3,80;NA;NA;NA;NA; 52,81;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2001;20011024;NA;NIVA; 7120;2;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;35;49;42,00; 4,10;NA;NA;NA;NA; 54,85;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;2001;20011024;NA;NIVA; 7120;3;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;35;48;41,70; 4,20;NA;NA;NA;NA; 49,51;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2001;20010929;NA;NIVA; 9120;1;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 90;14;25;17,90; 2,20;NA;NA;NA;NA; 14,31;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2001;20010929;NA;NIVA; 9120;2;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 90;14;24;17,80; 2,20;NA;NA;NA;NA; 14,14;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;2001;20010929;NA;NIVA; 9120;3;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 20;14;25;17,80; 2,20;NA;NA;NA;NA; 13,73;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2001;20010929;NA;NIVA; 9130;1;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 20;29;47;34,90; 4,80;NA;NA;NA;NA; 27,80;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2001;20010929;NA;NIVA; 9130;2;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 20;30;47;35,50; 4,70;NA;NA;NA;NA; 25,29;NA;E;NA;NA;NA;NA;NA
I913;NA;NA;NA;2001;20010929;NA;NIVA; 9130;3;MYTI EDU;NA;NA;62;48; 59; 8;16; 48;B; 20;28;41;34,00; 4,10;NA;NA;NA;NA; 27,82;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2001;20010921;NA;NIVA; 9220;1;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;30;49;40,80; 5,60;NA;NA;NA;NA; 74,85;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2001;20010921;NA;NIVA; 9220;2;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;31;49;41,50; 5,40;NA;NA;NA;NA; 77,97;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;2001;20010921;NA;NIVA; 9220;3;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;31;49;41,30; 5,40;NA;NA;NA;NA; 76,21;NA;E;NA;NA;NA;NA;NA
I965;Moholmen, Inner Ranfjord;66,31162;14,125370;2001;20020122;NA;NIVA; 9650;1;MYTI EDU;NA;NA;66;18; 72;14; 7; 62;B; 20;54;71;63,90; 4,40;NA;NA;NA;NA;268,25;NA;E;NA;NA;NA;NA;NA
I965;Moholmen, Inner Ranfjord;66,31162;14,125370;2001;20020122;NA;NIVA; 9650;2;MYTI EDU;NA;NA;66;18; 72;14; 7; 62;B; 20;55;74;64,60; 5,00;NA;NA;NA;NA;278,78;NA;E;NA;NA;NA;NA;NA
I965;Moholmen, Inner Ranfjord;66,31162;14,125370;2001;20020122;NA;NIVA; 9650;3;MYTI EDU;NA;NA;66;18; 72;14; 7; 62;B; 20;57;73;64,60; 4,60;NA;NA;NA;NA;273,08;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2001;20020122;NA;NIVA; 9690;1;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;51;69;60,10; 5,10;NA;NA;NA;NA;376,76;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2001;20020122;NA;NIVA; 9690;2;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;47;69;59,50; 6,10;NA;NA;NA;NA;371,28;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;2001;20020122;NA;NIVA; 9690;3;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 19;50;70;59,80; 5,80;NA;NA;NA;NA;362,98;NA;E;NA;NA;NA;NA;NA
B2;NA;NA;NA;2001;20011001;NA;NIVA;10002;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B; 20;32;41;36,40; 2,80;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B2 1;NA;NA;NA;NA
B2;NA;NA;NA;2001;20011001;NA;NIVA;10002;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B; 20;31;45;35,70; 3,70;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B2 2;NA;NA;NA;NA
B2;NA;NA;NA;2001;20011001;NA;NIVA;10002;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B; 20;31;33;35,90; 3,30;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B2 3;NA;NA;NA;NA
B3;NA;NA;NA;2001;20011000;NA;NIVA;10003;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B3 1;NA;NA;NA;NA
B3;NA;NA;NA;2001;20011000;NA;NIVA;10003;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B3 2;NA;NA;NA;NA
B3;NA;NA;NA;2001;20011000;NA;NIVA;10003;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B3 3;NA;NA;NA;NA
B4;NA;NA;NA;2001;20011000;NA;NIVA;10004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B4 1;NA;NA;NA;NA
B4;NA;NA;NA;2001;20011000;NA;NIVA;10004;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B4 2;NA;NA;NA;NA
B4;NA;NA;NA;2001;20011000;NA;NIVA;10004;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B4 3;NA;NA;NA;NA
B5;NA;NA;NA;2001;20011012;NA;NIVA;10005;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B; 20;32;49;42,70; 4,40;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B5 1;NA;NA;NA;NA
B5;NA;NA;NA;2001;20011012;NA;NIVA;10005;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B; 20;32;49;40,40; 5,10;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B5 2;NA;NA;NA;NA
B5;NA;NA;NA;2001;20011012;NA;NIVA;10005;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B; 20;34;49;43,30; 4,70;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B5 3;NA;NA;NA;NA
B6;NA;NA;NA;2001;20011000;NA;NIVA;10006;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B6 1;NA;NA;NA;NA
B6;NA;NA;NA;2001;20011000;NA;NIVA;10006;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B6 2;NA;NA;NA;NA
B6;NA;NA;NA;2001;20011000;NA;NIVA;10006;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B6 3;NA;NA;NA;NA
B7;NA;NA;NA;2001;20011000;NA;NIVA;10007;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B7 1;NA;NA;NA;NA
B7;NA;NA;NA;2001;20011000;NA;NIVA;10007;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B7 2;NA;NA;NA;NA
B7;NA;NA;NA;2001;20011000;NA;NIVA;10007;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA B7 3;NA;NA;NA;NA
BK;NA;NA;NA;2001;20011000;NA;NIVA;10009;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len  2-3 cm;NA;NA;NA;NA
BK;NA;NA;NA;2001;20011000;NA;NIVA;10009;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 3-4 cm;NA;NA;NA;NA
BK;NA;NA;NA;2001;20011000;NA;NIVA;10009;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St. 35A M�len 4-5 cm;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;2001;20011000;NA;NIVA;20001;1;MYTI EDU;NA;NA;60; 5; 10; 6;33; 10;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B3x;NA;NA;NA;2001;20011000;NA;NIVA;20002;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;2001;20011000;NA;NIVA;20003;1;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B4;NA;NA;NA;2001;20011000;NA;NIVA;20004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;2001;20011000;NA;NIVA;20005;1;MYTI EDU;NA;NA;60;13; 40; 6;36; 10;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;2001;20011000;NA;NIVA;20006;1;MYTI EDU;NA;NA;60;23; 20; 6;41; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2002;20021013;NA;NIVA;  100;1;MYTI EDU;NA;NA;70; 6; 50;30;21; 50;B; 50;30;35;31,40; 1,40;NA;NA;NA;NA; 62,95;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2002;20021013;NA;NIVA;  100;2;MYTI EDU;NA;NA;70; 6; 50;30;21; 50;B; 50;30;35;31,50; 1,50;NA;NA;NA;NA; 66,68;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;2002;20021013;NA;NIVA;  100;3;MYTI EDU;NA;NA;70; 6; 50;30;21; 50;B; 50;30;36;31,40; 1,50;NA;NA;NA;NA; 61,52;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2002;20021014;NA;NIVA;  110;1;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B; 50;30;39;34,20; 2,60;NA;NA;NA;NA; 57,62;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2002;20021014;NA;NIVA;  110;2;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B; 50;30;39;34,10; 2,60;NA;NA;NA;NA; 57,80;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;2002;20021014;NA;NIVA;  110;3;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B; 50;30;39;34,10; 2,60;NA;NA;NA;NA; 58,12;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;2002;20020916;NA;NIVA;  150;1;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B;100;20;29;25,30; 2,60;NA;NA;NA;NA; 81,23;NA;E;NA;NA;NA;NA;NA
